Semester,Session,Batch,Matric No.,Feedback,Feedback 2,Score,Sentiment,Rating
1,2020/2021,7,17081783,"Thank You~Terima Kasih~谢谢 Dr. Salimah.
Time flies when you are having fun, a bit shock when I login to WQD7001 team room today Week 14 - LAST CLASS.
It was excited when I join the very first lecture - WQD7001 after leaving FSKTM for more than 10 years. I must confess that I have lost the passion to further my study and keep delaying my plan to take master until the pandemic happened. Even though with Computer Science background, Data Science is something new to me. I really enjoy this course as it always kick started with some exciting quizzes. Thank you Dr Salimah for being a dedicated and inspiring professor. You are not only teaching us knowledge of Data Science, but I also learnt to be punctual, discipline, being alert and ""follow instruction"".
Study and working full time is really not easy, I hope I could perform better in coming semester and hope to meet Doctor in person when we back to FSKTM campus.

Take good care of your health. Stay safe....",thank you~terima kasih~谢谢 time fly fun bit shock login wqd7001 team room today week last excited join first lecture wqd7001 leaving fsktm 10 year must confess lost passion study keep delaying plan master pandemic happened even though computer background something new really enjoy always kick started exciting thank dedicated inspiring professor teaching knowledge learnt punctual discipline alert follow instruction study working full time really easy hope perform better coming hope meet doctor person back fsktm campus good care health stay safe,0.9924,Positive,4.98
1,2020/2021,7,S2018324,"Terima Kasih Dr Salimah.
Coming from a totally different background which is oil and gas, this unit should be a stepping stone or the very basic of a data scientists. Teaching someone like me who had no prior knowledge is not an easy task and there is no one better than you, Dr Salimah. For the past 14 weeks, the lecture, tutorials, quizzes, exit checklist, project are all beneficial and well explained by you, Dr Salimah. Online classes are not as efficient as a face to face class, however, with your dedication, I was able to comprehend on the knowledge that were new to me. Please do take care your health Dr Salimah as it is the utmost priority for you. Dengan ini, saya ingin mengucapkan terima kasih atas segala jasa baik Dr Salimah dan saya harap Dr sentiasa sihat walafiat.",terima kasih coming totally different background oil gas unit stepping stone basic scientist teaching someone like prior knowledge easy task better past week lecture tutorial exit checklist project beneficial well explained online efficient face face however dedication able comprehend knowledge new please care health utmost priority dengan ini saya ingin mengucapkan terima kasih atas segala jasa baik dan saya harap sentiasa sihat walafiat,0.9618,Positive,4.92
1,2020/2021,7,S2003535,"Thank you very much Dr.Salimah,
Being an Energy Engineer, Data Science is a completely new area for me. But Principle of Data Science course helped me to get better understanding about the field. For last 14 weeks I went through a steep learning curve thanks to you, it's a time well spent.
Online classes were a new experience for me, but the lectures were very clear and understandable. Lecture slide content was comprehensive covering all basic concepts in depth.
The assignments covered all the learning topics and provided good opportunity to deep my understanding on the subject, even though it seems overwhelming sometimes.
I would like to express my sincere gratitude to Dr.Salimah for your guidance and wish you all the best. Hope to visit one day to meet you. Stay safe",thank much energy engineer completely new area principle helped get better understanding field last week went steep learning curve thanks time well spent online new experience lecture clear understandable lecture slide content comprehensive covering basic concept depth assignment covered learning topic provided good opportunity deep understanding subject even though seems overwhelming sometimes like express sincere gratitude guidance wish best hope visit day meet stay safe,0.9906,Positive,4.98
1,2020/2021,7,S2005592,"Responsive Professor.
Thank you Dr Salimah for everything, I like your pre-lecture quiz and how responsive you are be it in private chat or in lecture. You are a resourceful professor with kind heart, willing to help out student seeking for aid.

I appreciate your effort to guide us all about Data Science, what I learn the most is data storytelling, all these wonderful visualisation really made the course interesting! Perhaps someday after the pandemic, I will visit prof for a meet up to keep in touch.

For my group mate Kumanan, Chuan Liang & Mollyn… Thank you so much for having me in the group, our whatsapp group turns out my to-go place when I got any question regardless of it is WQD7001 related or not. I sincerely hope we can maintain our friendship lifelong. PEACE!",responsive professor thank everything like pre-lecture responsive private chat lecture resourceful professor kind heart willing help student seeking aid appreciate effort guide learn storytelling wonderful visualisation really made interesting perhaps someday pandemic visit meet keep touch group mate kumanan chuan liang mollyn… thank much group whatsapp group turn to-go place got question regardless wqd7001 related sincerely hope maintain friendship lifelong peace,0.9894,Positive,4.98
1,2020/2021,7,S2021587,"Time flies.
To everyone in WQD7001,

This semester is the first time I experience online learning mode. Unexpectedly online learning mode is still able to learn a lot great things. The learning experience is amazing! A thousand of thanks to dear Prof. Dr. Salimah on her patience in teaching. Will remember and implement all the knowledge learnt in this course for future careers and lives. Looking forward to have connection with all the candidates in this course. Peace.",time fly everyone wqd7001 first time experience online learning mode unexpectedly online learning mode still able learn lot great thing learning experience amazing thousand thanks patience teaching remember implement knowledge learnt future career life looking forward connection candidate peace,0.936,Positive,4.87
1,2020/2021,7,17147287,"A Value Adding Course.
Thank you Dr. Salimah,

This course has not just taught me about Data Science technical skill but also thinking in general, i.e. framing a problem succinctly into a question and clear presentation skills. Although I may not be working directly in the Data Science field, I believe that the skills learned from this course can be applied to my work. The great number of tutorials, assignments and tests have firmly implanted that lessons into my head. All in all, this course has added value to me and it’s all thanks to your dedication and efforts in teaching.",value adding thank taught technical skill thinking general e framing problem succinctly question clear presentation skill although may working directly field believe skill learned applied work great number tutorial assignment test firmly implanted lesson head added value it’s thanks dedication effort teaching,0.926,Positive,4.85
1,2020/2021,7,S2021682,"Great stepping stone into the data science world :).
Assalamualaikum & good day Dr,

Firstly, I would like to thank you for teaching us this course patiently & valiantly during this pandemic. This course helped me in understanding the basics of data science & the overview of the data science world. A lot of data science knowledge can be gained from taking this course such as learning to ask the right questions and learning to tell interesting datastories. The learning materials provided are more than sufficient to help guide me through this course and I plan to read all the books that were provided when semester break comes. Hopefully with the knowledge gained from this course I'll be able to overcome any data science courses I'm taking in the future.
Thank you very much Dr & stay safe, ",great stepping stone world assalamualaikum good day firstly like thank teaching patiently valiantly pandemic helped understanding basic overview world lot knowledge gained taking learning ask right question learning tell interesting datastories learning material provided sufficient help guide plan read book provided break come hopefully knowledge gained i'll able overcome i'm taking future thank much stay safe,0.9812,Positive,4.96
1,2020/2021,7,17221268,"Unforgettable course.
 
Before joining this course, I already had work experience as a data mining engineer in a world-leading company. Initially, I thought it might be a boring course because various concepts, techniques, tools, and so forth are not new to me. But from my current perspective, it is beneficial to me from at least three aspects.

Firstly, the content is well-organized and focused. From my previous job, I came across 3 types of questions:
1.	Where is the start and end of a data science project?
2.	What are the differences among similar terms?
3.	How to improve yourself?

For question 1, different people have a different understanding. Previously, my focuses are on data, different state-of-the-art models, and so forth. But now based on the data science process from this course, I gradually realized the significance of good questions and data storytelling. Also, since this course covers the data science methodology  and  introduces  each part, now I can identify and distinguish different confusing terms like data cleaning and data preparation. Finally, my original concentration is machine learning. But from this course, not only do I realize the importance of statistics, computer skills, and communication, but also I sense my interest is to be a data scientist rather than a data mining engineer.

Secondly, highly think of the vibrant interactions in the WhatsApp group and a wide selection of course reviews. Through a variety of communications, I could learn from my classmate while various ways of course reviews help me identify the weaknesses and strengths. Thanks to them, my entire learning process is satisfactory and pleasant without any difficulties.

Lastly, appreciate individual assignments and group assignments. As most of them are open, it encourages me to search for some suitable resources and grasp different tools. Although it is not pretty challenging to me, I do learn tremendously from my partners while my English levels in terms of listening, speaking, reading, and writing, have been improved especially considering my mother language is Chinese.

Here I propose one recommendations for this course and anticipate it benefits more incoming students. Don’t want to offend Dr and honestly I enjoy this course, instead. As Python becomes more and more popular, I recommend Dr also allows students to use Python for their assignments. Taking China as an example, there might a pretty limited number of people using R now and this strategy may be helpful for some international students to look for their jobs in the future.

Thanks to Dr and my classmates. Pretty memorial learning journey and wish you all well.",unforgettable joining already work experience mining engineer world-leading company initially thought might boring various concept technique tool forth new current perspective beneficial least three aspect firstly content well-organized focused previous job came across type question 1 start end project 2 difference among similar term improve question 1 different people different understanding previously focus different state-of-the-art model forth based process gradually realized significance good question storytelling since cover methodology introduces part identify distinguish different confusing term like cleaning preparation finally original concentration machine learning realize importance statistic computer skill communication sense interest scientist rather mining engineer secondly highly think vibrant interaction whatsapp group wide selection review variety communication learn classmate various way review help identify weakness strength thanks entire learning process satisfactory pleasant without difficulty lastly appreciate individual assignment group assignment open encourages search suitable resource grasp different tool although pretty challenging learn tremendously partner english level term listening speaking reading writing improved especially considering mother language chinese propose recommendation anticipate benefit incoming student don’t want offend honestly enjoy instead python becomes popular recommend allows student use python assignment taking china example might pretty limited number people using strategy may helpful international student look job future thanks classmate pretty memorial learning journey wish well,0.9968,Positive,4.99
1,2020/2021,7,17201982,"Thank you note.
Thank you Dr for teaching us the essence and foundations of the Principle of Data Science, you come out with a lot of interesting quizzes to stimulate our thinking to think outside the box, you introduce us what shall be done and what shouldn't be done as a data scientist, personally, I feel this is a very interesting lecture and it has given me motivation for me to complete my MDS one day in future. Thank you for your sincerity to teach us in this course especially in the effort of preparing the study material for us such as Kahoot, TedTalks, gone through one by one of every single assessment that we need to complete. Thank you to my teammate too! The course is indeed very interesting and it has given me a lot of knowledge and indeed I have learned a lot. Thank you, Dr!",thank note thank teaching essence foundation principle come lot interesting stimulate thinking think outside box introduce shall done done scientist personally feel interesting lecture given motivation complete day future thank sincerity teach especially effort preparing study material kahoot tedtalks gone every single assessment need complete thank teammate indeed interesting given lot knowledge indeed learned lot thank,0.9678,Positive,4.94
1,2020/2021,7,17120986,"THANK YOU DR!
Dear Dr Salimah,

Thank you for teaching us this course. I really enjoyed your lecture. Your classes are just so inspirational! I can’t believe we made it to the end! You were right beside all of us all along, attending us from WhatsApp group and for that I’m so incredibly grateful. The idea of bringing the Quiz before class is really amazing. I like that! Thank you for introducing me the Principle of Data Science. Truthfully, I have gained a lot of knowledge about data science field from your lectures.

Thank you Dr and Stay safe!",thank thank teaching really enjoyed lecture inspirational can’t believe made end right beside along attending whatsapp group i’m incredibly grateful idea bringing really amazing like thank introducing principle truthfully gained lot knowledge field lecture thank stay safe,0.9869,Positive,4.97
1,2020/2021,7,17096993,"Foudation to become a data scientist.
Good day Dr.Salimah,

I am glad that go through the basic of data science with a great teacher. This course provide me a lot of basic undertsanding, data ethics and data science concepts that extremely essential as a data scientist. I am having quite a tough time when dealing with programming stuff, but this course gave me a very good exposure to programming through R. The best part of this course is the weekly test that allow us to revise back the knowledge that we learned .

I am sure the learning process definitely will not end here, and the passion of Dr. Salimah really inspire me to keep learning in the data science field. Going through all the test and assessment also taught me to become a detail oriented person in completing a task.

Thanks so much Dr.Salimah for putting effort in making the online learning process interesting. Take care and see you!",foudation become scientist good day glad go basic great teacher provide lot basic undertsanding ethic concept extremely essential scientist quite tough time dealing programming stuff gave good exposure programming best part weekly test allow revise back knowledge learned sure learning process definitely end passion really inspire keep learning field going test assessment taught become detail oriented person completing task thanks much putting effort making online learning process interesting care see,0.9891,Positive,4.98
1,2020/2021,7,S2006916,"A trail turned into a path.
Salaam Everyone,

This subject has been an interesting learning curve. I must say there was an information overlap and it was hard to discern distinct boundaries between concepts but by the end it started to get clear. Although, the work seemed a bit overburdening at times, we did get to learn a lot.

Due to the pandemic, we didn’t get to experience the whole university culture and that part will always remain missing. But nevertheless, I am grateful to have gotten the opportunity to learn.

Dr Salimah, Thank you very much, your efforts are commendable and you made online learning as efficient as could have been made. I highly respect your determination.

Thank you to all my peers, you all are inspiring and very talented. Hope to know you more in future.",trail turned path salaam everyone subject interesting learning curve must say information overlap hard discern distinct boundary concept end started get clear although work seemed bit overburdening time get learn lot due pandemic didn’t get experience whole university culture part always remain missing nevertheless grateful gotten opportunity learn thank much effort commendable made online learning efficient made highly respect determination thank peer inspiring talented hope know future,0.9829,Positive,4.97
1,2020/2021,7,S2018282,"A Great Journey.
Good Day Dr. Salimah,

All good things come to an end and this subject is especially a memorable one. This subject has provided a very solid fundamental understanding on the field of data science and I would imagine that it has been an important knowledge addition on the data science field to students who are new to this specialisation.

I have found that the slides provided for this subject are quite comprehensive and have been laid out in an effective manner for conceptual understanding. The materials really helped in understanding the core knowledge of this subject. Other than that, the interactive quizzes introduced in this subject have been highly engaging as well as providing an approach to initiate frequent revision on the knowledge that have been taught. Overall, its been a wonderful journey, thank you Dr.
Salimah and take care.",great journey good day good thing come end subject especially memorable subject provided solid fundamental understanding field imagine important knowledge addition field student new specialisation found slide provided subject quite comprehensive laid effective manner conceptual understanding material really helped understanding core knowledge subject interactive introduced subject highly engaging well providing approach initiate frequent revision knowledge taught overall wonderful journey thank care,0.9841,Positive,4.97
1,2020/2021,7,S2003292,"Interesting Learning Data Science from A Great Lecture.
Dear Dr.Salimah,

It was an awesome opportunity to learn the principle of data science with Dr. Salimah. I appreciate every single effort from Dr. Salimah from first-class until today. The slide presentations and descriptions in the class are very clear.
Some of the tutorials are quite a challenge but it helps me a lot to understand better about data science in the future. No pain no gain! It’s a bit disappointing because all of us need to learn online. Hopefully next sem we will lean face to face. I miss the study environment and study group so badly. Thank you for everything Dr. Salimah!",interesting learning great lecture awesome opportunity learn principle appreciate every single effort first-class today slide presentation description clear tutorial quite challenge help lot understand better future pain gain it’s bit disappointing need learn online hopefully next sem lean face face miss study environment study group badly thank everything,0.9715,Positive,4.94
1,2020/2021,7,S2004914,"Interesting & Thought-Provoking Course.
Thank you so much for the knowledge you shared to us, Dr. Salimah. The tutorials really help us to have hands-on work on the materials we just learnt. In your lectures, some of the books and videos you shared help us to understand the course better. Data Science is a wide topic and the learning not only stops after the class.

I really appreciate the extra effort you made such as preparing interactive quizzes before class. Even though, it’s not graded but that did make me to prepare myself before coming to each class. Hope you take good care of your health and it is an honour learning from an experienced lecturer such as yourself. Thank you.",interesting thought-provoking thank much knowledge shared tutorial really help hands-on work material learnt lecture book video shared help understand better wide topic learning stop really appreciate extra effort made preparing interactive even though it’s graded make prepare coming hope good care health honour learning experienced lecturer thank,0.986,Positive,4.97
1,2020/2021,7,S2021173,"A multi-faceted course, indeed!
I thank you, Dr.Salimah from the bottom of my heart for all your efforts, which made this course multi-faceted and enjoyable one! All those Quizzes, Tutorials, Assignments, Assessments, Tests, Projects and Exit Tickets (did I miss any ??! :) ) did rather keep us all on our toes but also made certain, we were on board with the concept. I’m going to have a field day, when work asks me to present any kind of data, thanks to all the Infographic tools I learnt, doing the Assessments :) , even though I still have a very mild kind of PTSD from Assessment 1 (1b). Thank you so much for all the hard work, you put into creating a continuous learning environment for us, in spite of your health.",multi-faceted indeed thank bottom heart effort made multi-faceted enjoyable tutorial assignment assessment test project exit ticket (did miss rather keep toe made certain board concept i’m going field day work asks present kind thanks infographic tool learnt assessment even though still mild kind ptsd assessment 1 (1b) thank much hard work put creating continuous learning environment spite health,0.9382,Positive,4.88
1,2020/2021,7,S2018303,"A pleasant learning experience.
Hi Dr. Salimah,

I learned a lot about the basics of Data Science and this unit has integrated me well into MDS due to my background in oil & gas. I really appreciate the weekly quizzes, tutorials and the project as well since it helped with the introduction to this field. Certainly glad I was able to take this unit in my first ever semester here in UM.

The 14 weeks of classes sailed smoothly and I really would like to thank you, Dr. Salimah for your dedication in teaching and answering all of our queries during and off-class hours.
Thanks again and stay healthy Dr! ",pleasant learning experience learned lot basic unit integrated well due background oil gas really appreciate weekly tutorial project well since helped introduction field certainly glad able unit first ever week sailed smoothly really like thank dedication teaching answering query off-class hour thanks stay healthy,0.9752,Positive,4.95
1,2020/2021,7,S2023355,"Great learning experience to learn data science.
It is pleased to tell that I've undergo wonderful learning experience for this class. I do really appreciate the efforts and contribution made by Dr. Salimah. I thought that virtual classroom may affect the quality of the learning experience but Dr. Salimah has done a great job on capturing my interest on the learning process throughout the course. The quizzes, assignments, and also the projects creating the infographic and graphs makes the learning process more interesting.

Thank you again, Dr. Salimah. Hope everyone safe and sound for this critical period as well.",great learning experience learn pleased tell i've undergo wonderful learning experience really appreciate effort contribution made thought virtual classroom may affect quality learning experience done great job capturing interest learning process throughout assignment project creating infographic graph make learning process interesting thank hope everyone safe sound critical period well,0.9859,Positive,4.97
1,2020/2021,7,S2022330,"Great explore to Data science.
This course is different from other courses. It allow us to learn new knowledge beside programming. For example shinny and data storytelling. I am very excited on the quiz session, it is a good refresher and the learning process was fun.
One word to represent this course experience is Awesome. Thank you Dr for give us a fun learning process.",great explore different allow learn new knowledge beside programming example shinny storytelling excited session good refresher learning process fun word represent experience awesome thank give fun learning process,0.9735,Positive,4.95
1,2020/2021,7,S2005885,"Great class to introduce data science.
I really like this eventhough its not perfect its still all around a great class.

The assignment workload are managable. But the grading and the feedback for the assignment are not clear since we do this class online and there is no way for us to get back our assignment paper and the feedback.

The material are overall too cramped there are alot of intersection with other class. Especially during the first half of the class.

But there are still alot of new things to learn in this class. Galad to join this class",great introduce really like eventhough perfect still around great assignment workload managable grading feedback assignment clear since online way get back assignment paper feedback material overall cramped alot intersection especially first half still alot new thing learn galad join,0.9626,Positive,4.93
1,2020/2021,7,S2018134,"Good well rounded subject and balanced teaching for learning.
Greetings Dr Salimah,

Despite all the never ending courseworks for this subject, I still learned a lot of core fundamentals from the entire 14 weeks of learning. It is very interesting and I gained a good amount of understanding about the basics and importance of data science. Apart from the lectures, I have learned a great deal of technical skills and implementations thanks to the group project. Thank you for teaching this subject with sincerity and efforts, especially in clarifying questions and issues in WhatsApp group. Once again, thank you!",good well rounded subject balanced teaching learning greeting despite never ending coursework subject still learned lot core fundamental entire week learning interesting gained good amount understanding basic importance apart lecture learned great deal technical skill implementation thanks group project thank teaching subject sincerity effort especially clarifying question issue whatsapp group thank,0.9805,Positive,4.96
1,2020/2021,7,S2021630,"Thank you for being a dedicated and good lecturer for us, Dr. Salimah.

This is the first subject I took and attended for MDS UM and you have shown great quality in sharing us the knowledge, taking time to answer our doubts on line or off the line and making the class worthwhile. You are humble and honest for the things you are not sure of and take the effort to answer the class in later session.

The interactive quizzes allow us to recap what has been taught in previous lectures, the assessments provide us the opportunity to think outside the box and apply our visualization skills and the project makes us dive deeper into R and make the knowledge useful. After all, data science is about providing meaningful insights for decision makings and Dr.
Salimah has provided us the ways to explore in Introduction of Data Science. I was introduced to data science of course and I appreciate what you have done for us.",thank dedicated good lecturer first subject took attended shown great quality sharing knowledge taking time answer doubt line line making worthwhile humble honest thing sure effort answer later session interactive allow recap taught previous lecture assessment provide opportunity think outside box apply visualization skill project make dive deeper make knowledge useful providing meaningful insight decision making provided way explore introduction introduced appreciate done,0.984,Positive,4.97
1,2020/2021,7,S2005669,"Great Class and Great Lecturer. Thank you very much.
As a person that been involving in enterprise data warehouse world for past 5 years, this course make me feels that I still have a lot to learn!

Dr. Salimah is definately very passionate about her teaching and this definately was shown during her class. With the pandemic, it's definately not an easy to do the online class but Dr. Salimah have raised to the occasion and make the class as interactive as a normal class.

I specifically like the ""before class"" quiz that helps to refresh my memory and help with my revision. Dr. Salimah not only did the interactive quiz with just one website, She did the quiz with 3 - as far as I remember :) - different website and kept thing fresh and interesting.

In conclusion, thumb up and as much as I like the class hopefully I don't need to do the class again. :)",great great lecturer thank much person involving enterprise warehouse world past 5 year make feel still lot learn definately passionate teaching definately shown pandemic definately easy online raised occasion make interactive normal specifically like help refresh memory help revision interactive website far remember different website kept thing fresh interesting conclusion thumb much like hopefully need,0.9862,Positive,4.97
1,2020/2021,7,S2016411,"Wonderful learning experience.
I really appreciate the efforts and dedication from Dr Salimah in making informative slides, preparing the lecture contents, making our learning more interesting with lots of supplementary materials (extra resources, Kahoot, quizes, TedTalks) which help me to dive into various topics and build my foundation in exploring the data science knowledge. I appreciate for all the guidance from Dr who always answer for the queries to help clarify the problem. Also, the classmates are helpful and willing to share knowledge to each other which is really great. I really enjoy even though we are having virtual classroom but I don't feel the quality of learning is affected.
2020 is not an easy year for everyone. I'm glad that I have spent this semester with everyone in this class with lots of learning outcome. I hope everything will be alright soon. Stay safe! Take care. All the best to all. Lastly, thank you Dr.
Salimah! Hope everything goes well for your work too.",wonderful learning experience really appreciate effort dedication making informative slide preparing lecture content making learning interesting lot supplementary material (extra resource kahoot tedtalks) help dive various topic build foundation exploring knowledge appreciate guidance always answer query help clarify problem classmate helpful willing share knowledge really great really enjoy even though virtual classroom feel quality learning affected 2020 easy year everyone i'm glad spent everyone lot learning outcome hope everything alright soon stay safe care best lastly thank hope everything go well work,0.9946,Positive,4.99
1,2020/2021,7,S2023921,"Interesting class.
Had an interesting learning experience because of the variety of platforms used (have not used so many of them before).
Some of the assignments and assessment are unexpected, but it taught me how to be a resourceful data scientist, both in finding data and looking for the appropriate tools. I came to realize that there's so much to data science! Really appreciate your effort in making the class fun & interesting for us. THANK YOU DR SALIMAH!",interesting interesting learning experience variety platform used (have used many before) assignment assessment unexpected taught resourceful scientist finding looking appropriate tool came realize there's much really appreciate effort making fun interesting thank,0.9422,Positive,4.88
1,2020/2021,7,S2008895,"Never expected discovery.
Good Evening Dr, when I first enrolled the data science programme, the thought I always have for mastering data science is we need a strong programming background or ßuent logic. However, realised that we also need some understanding of the domain or, think from their position, or from their problem faced so we can have more perspective on the issues. The pledge that we need to write inspired me and reßect what is important for the data science.
Also, appreciate the projects (R shiny app or data visualization tool) that are given so we are exposed to more technical skills that I never tried before. It is really interesting when I discovered more functions of the tools to be used!
Appreciate Dr's effort in the exit tickets and also the weekly quiz as they are really helpful in recalling or explore more the lessons or topics.
Although having some mistakes for assessment, but I am grateful as this is a step for me to reßect so will work harder for a better next topic/ project/ work!
Thank you Dr!",never expected discovery good evening first enrolled programme thought always mastering need strong programming background ßuent logic however realised need understanding domain think position problem faced perspective issue pledge need write inspired reßect important appreciate project (r visualization tool) given exposed technical skill never tried really interesting discovered function tool used appreciate dr's effort exit ticket weekly really helpful recalling explore lesson topic although mistake assessment grateful step reßect work harder better next topic project work thank,0.9314,Positive,4.86
1,2020/2021,7,S2002295,"Well-rounded.
It is a very unique class as the learning encourages us to explore outside syllabus. I am not sure if I am able to experience it again but I am glad I have to had one! Thank you, Dr. Salimah.",well-rounded unique learning encourages explore outside syllabus sure able experience glad thank,0.8658,Positive,4.73
1,2020/2021,7,S2001767,"A Good Start for Master Programme.
Hi Dr. It has been a bummpy ride, I didn't expect to have online calsses which doesn't set the mood of study and environment also due to full time working and as usual work from home doesn't actually have specific working hours. However, appreciate your teaching methods that either motivate or force us to study from time to time haha. Such as weekly quiz, tutorials it does help alot in understanding the course materialin timely manner. In regard to course it-self I had expected this course to teach me basics of Data Science or process of data science and i am confident enough to say that I learn what I was looking for from this course. Stay Safe and Stay healthy!",good start master programme bummpy ride expect online calsses set mood study environment due full time working usual work home actually specific working hour however appreciate teaching method either motivate force study time time haha weekly tutorial doe help alot understanding materialin timely manner regard it-self expected teach basic process confident enough say learn looking stay safe stay healthy,0.967,Positive,4.93
1,2020/2021,7,S2006596,Thank you for being such an amazing lecture and for all your great lessons. I feel so fortunate to have been in your lecture classes. You have amazed and inspired me and for that I am thankful because you are truly a wonderful guidance. As an educator you gave me the tools that I need to face my future in the Data Science field. ,thank amazing lecture great lesson feel fortunate lecture amazed inspired thankful truly wonderful guidance educator gave tool need face future field,0.9834,Positive,4.97
1,2020/2021,7,S2019787,"Awesome Learning Experience.
Hi Dr Salimah,

It's quite sad that all of us have to attend the class online and that we do not get the chance to meet you and other coursemates in person. Regardless, many thanks for making us do the Padlet introduction as well as the awesome class acitivities like Kahoot quizzes which make my first semester less boring, as I get to know all my coursemates and virtually interact with some of them via the aforementioned activities. Also, the assignments, tutorials and alternative assessments have definitely exposed me to understand and conduct interesting Data Science projects. I've definitely learnt a lot from this subject!!!!!!!!!!!!!

THANKS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",awesome learning experience quite sad attend online get chance meet coursemates person regardless many thanks making padlet introduction well awesome acitivities like kahoot make first le boring get know coursemates virtually interact aforementioned activity assignment tutorial alternative assessment definitely exposed understand conduct interesting project i've definitely learnt lot subject thanks,0.967,Positive,4.93
1,2020/2021,7,WQD170049,"Thank you Prof!

Dear Prof Salimah,
I would like to say thank you very much for being a great lecturer to us and keep strong to teach us with any condition you are. I will keep this course as our strength to continue to fight in this course until the end.

To all my classmates, I wish you guys all the best and Good Luck! :)",thank like say thank much great lecturer keep strong teach condition keep strength continue fight end classmate wish guy best good luck,0.9805,Positive,4.96
1,2020/2021,7,17198093,"A very complete coverage on the basic of data science.
Dear Dr Salimah,

Thanks for your guidance for this half year. The topic of the class cover very wide and include many important knowledge for data science.
I learn a lot from your class and I do very appreciate it. ",complete coverage basic thanks guidance half year topic cover wide include many important knowledge learn lot appreciate,0.7506,Positive,4.5
1,2020/2021,7,S2007787,"First step with you.
Hi Dr Salimah , I am Phoon Chun Kit.

In this course, it will be my first in everything. My first class in UM and first introduction to Data Science, it started with you Dr Salimah ! Previously, in my Degree I have known nothing about Data Science but after this 14 weeks with your guidance I am proud to say that I am officially on the path of Data Science. I am able to use available tools to do good visualization to represent data. You have shown your dedication and passion in making sure all of us understand Data Science and be ethical about it. You are so active in replying each of everyone questions in the Whatsapp group, much appreciated.

Really appreciate your guidance and build my first path in Data Science. Really hope that we all can meet physically in one day so that I can know you physically not virtually anymore. Thank you Dr Salimah ! I wish you all the best and always stay healthy! Stay safe !",first step phoon chun kit first everything first first introduction started previously degree known nothing week guidance proud say officially path able use available tool good visualization represent shown dedication passion making sure understand ethical active replying everyone question whatsapp group much appreciated really appreciate guidance build first path really hope meet physically day know physically virtually anymore thank wish best always stay healthy stay safe,0.9874,Positive,4.97
1,2020/2021,7,S2021631,"""Learn the rules like a pro, so you can break them like and artist"".
Dear Dr Salimah,

First of all i would like to thank you so much for your care with honesty to teach us the main principles of Data science. As we all know if you have strong basic in any field, one day you will be pro on that field. You give us the best basic tips on that. I have learned so many things in principles of data science. I have learned how visualization help us to show our data and make a great story to present it in front of audience. I would love to take all this with me and try to be pro on the field so one day i can play with data like an artist. Thank you so much dr.",learn rule like pro break like artist first like thank much care honesty teach main principle know strong basic field day pro field give best basic tip learned many thing principle learned visualization help show make great story present front audience love try pro field day play like artist thank much,0.9908,Positive,4.98
1,2020/2021,7,S2003952,"Best Intro to Data Science. Thank you very much.
Dear Dr Salimah,

First and foremost, I'd like to express my gratitude for eloquently teaching us an Intro to Data Science. As a data science enthusiast with no prior background in R programming or understanding of the data science process, I managed to learn a lot about data science and can apply this to my other classes as well. Enjoyed my learning experience and good luck on your future endeavours.

To all my classmates, good luck and hope to see you soon (post-covid).",best intro thank much first foremost i'd like express gratitude eloquently teaching intro enthusiast prior background programming understanding process managed learn lot apply well enjoyed learning experience good luck future endeavour classmate good luck hope see soon (post-covid),0.9862,Positive,4.97
1,2020/2021,7,S2014453,"Great Introduction to Data Science!!!
As a student from engineering background, I really had a blur concept of Data Science. But throughout this course, all I have found out that its a huge field. I really need to learn a lot!! Dr. Salimah really pushed us through this course to get proper idea and be familiar with each and every terms related to Data Science and she is very passionate and hard-working teacher even during this pandemic situation. May Allah bless you Dr. and thanks a lot.",great introduction student engineering background really blur concept throughout found huge field really need learn lot really pushed get proper idea familiar every term related passionate hard-working teacher even pandemic situation may bless thanks lot,0.9382,Positive,4.88
1,2020/2021,7,S2022037,"This is the way of data science.
Data science is a truly fascinating field to dive into as there are many possibilities of the use of knowledge from this field.
After participating  Dr Salimah's course, i I did learnt the A to Z of the course such as what is data science about, what are skills needed in this field and the data science ethnics that required to followed. Hence, I would like to express my sincere gratitude to Dr Salimah to put her effort on conducting this course that lead the data science freshies like me to the way
of data science. I did gained more knowledge and have a deeper understanding about what is data science after gone thru this course. Hence, once again, thank you Dr Salimah for guide us throughout this course and lead us the way of data science, thank you.",way truly fascinating field dive many possibility use knowledge field participating salimah's learnt z skill needed field ethnic required followed hence like express sincere gratitude put effort conducting lead freshies like way gained knowledge deeper understanding gone thru hence thank guide throughout lead way thank,0.9719,Positive,4.94
1,2020/2021,7,S2001089,"Great Learning Experience.
This is one interesting course and had a great learning experience. There were many good lessons to be learnt.

Thank you, Dr.",great learning experience interesting great learning experience many good lesson learnt thank,0.946,Positive,4.89
